web_scraper_order,web_scraper_start_url,price,price2,price3,price4,price5,data,data2,data3,data4,data5,data6,data7,price6,price7,price8,price9,price10,price11,price12,price13,price14,price15,data8,data9,data10,data11,price16,price17,price18,price19,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16,image17,image18,image19,image20
"1771951476-101","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Stoč. za kafu/pomoćni stoč. 2 kom., boja antracita im. mermera/crna staklo","Stoč. za kafu/pomoćni stoč. 2 kom., boja antracita im. mermera/crna staklo","Stoč. za kafu/pomoćni stoč. 2 kom., boja antracita im. mermera/crna staklo","24.998","Cena 24998RSD","","","","","","","","FRÖTORP","FRÖTORP","(4)","(4)","(4)","(4)","(4)","(4)","(4)","(4)","","","","","Stoč. za kafu/pomoćni stoč. 2 kom., boja antracita im. mermera/crna staklo","Stoč. za kafu/pomoćni stoč. 2 kom., boja antracita im. mermera/crna staklo","Stoč. za kafu/pomoćni stoč. 2 kom., boja antracita im. mermera/crna staklo","Stoč. za kafu/pomoćni stoč. 2 kom., boja antracita im. mermera/crna staklo","","","https://www.ikea.com/rs/sr/images/products/froetorp-stoc-za-kafu-pomocni-stoc-2-kom-boja-antracita-im-mermera-crna-staklo__1435654_pe983907_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/froetorp-stoc-za-kafu-pomocni-stoc-2-kom-boja-antracita-im-mermera-crna-staklo__1435654_pe983907_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/froetorp-stoc-za-kafu-pomocni-stoc-2-kom-boja-antracita-im-mermera-crna-staklo__1435654_pe983907_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/froetorp-stoc-za-kafu-pomocni-stoc-2-kom-boja-antracita-im-mermera-crna-staklo__1435654_pe983907_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/froetorp-stoc-za-kafu-pomocni-stoc-2-kom-boja-antracita-im-mermera-crna-staklo__1435654_pe983907_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/froetorp-stoc-za-kafu-pomocni-stoc-2-kom-boja-antracita-im-mermera-crna-staklo__1435654_pe983907_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/froetorp-stoc-za-kafu-pomocni-stoc-2-kom-boja-antracita-im-mermera-crna-staklo__1435654_pe983907_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/froetorp-stoc-za-kafu-pomocni-stoc-2-kom-boja-antracita-im-mermera-crna-staklo__1435654_pe983907_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/froetorp-stoc-za-kafu-pomocni-stoc-2-kom-boja-antracita-im-mermera-crna-staklo__1435654_pe983907_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/froetorp-stoc-za-kafu-pomocni-stoc-2-kom-boja-antracita-im-mermera-crna-staklo__1435654_pe983907_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/froetorp-stoc-za-kafu-pomocni-stoc-2-kom-boja-antracita-im-mermera-crna-staklo__1435654_pe983907_s5.jpg?f=xxs",""
"1771951476-102","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, borovina/smeđe bajcovano, 105 cm","Sto, borovina/smeđe bajcovano, 105 cm","Sto, borovina/smeđe bajcovano, 105 cm","17.999","Cena 17999RSD","","","","","","","","GRÖTÅN","GRÖTÅN","(1)","(1)","(1)","(1)","(1)","(1)","(1)","(1)","","","","","Sto, borovina/smeđe bajcovano, 105 cm","Sto, borovina/smeđe bajcovano, 105 cm","Sto, borovina/smeđe bajcovano, 105 cm","Sto, borovina/smeđe bajcovano, 105 cm","","","https://www.ikea.com/rs/sr/images/products/groetan-sto-borovina-smede-bajcovano__1480033_pe1000141_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/groetan-sto-borovina-smede-bajcovano__1480033_pe1000141_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/groetan-sto-borovina-smede-bajcovano__1480033_pe1000141_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/groetan-sto-borovina-smede-bajcovano__1480033_pe1000141_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/groetan-sto-borovina-smede-bajcovano__1480033_pe1000141_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/groetan-sto-borovina-smede-bajcovano__1480033_pe1000141_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/groetan-sto-borovina-smede-bajcovano__1480033_pe1000141_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/groetan-sto-borovina-smede-bajcovano__1480033_pe1000141_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/groetan-sto-borovina-smede-bajcovano__1480033_pe1000141_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/groetan-sto-borovina-smede-bajcovano__1480033_pe1000141_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/groetan-sto-borovina-smede-bajcovano__1480033_pe1000141_s5.jpg?f=xxs",""
"1771951476-103","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Stočić za kafu, spolja, smeđa","Stočić za kafu, spolja, smeđa","Stočić za kafu, spolja, smeđa","14.999","Cena 14999RSD","","","","","","","","RISHOLMEN","RISHOLMEN","(2)","(2)","(2)","(2)","(2)","(2)","(2)","(2)","","","","","Stočić za kafu, spolja, smeđa","Stočić za kafu, spolja, smeđa","Stočić za kafu, spolja, smeđa","Stočić za kafu, spolja, smeđa","","","https://www.ikea.com/rs/sr/images/products/risholmen-stocic-za-kafu-spolja-smeda__1353702_pe952288_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/risholmen-stocic-za-kafu-spolja-smeda__1353702_pe952288_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/risholmen-stocic-za-kafu-spolja-smeda__1353702_pe952288_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/risholmen-stocic-za-kafu-spolja-smeda__1353702_pe952288_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/risholmen-stocic-za-kafu-spolja-smeda__1353702_pe952288_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/risholmen-stocic-za-kafu-spolja-smeda__1353702_pe952288_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/risholmen-stocic-za-kafu-spolja-smeda__1353702_pe952288_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/risholmen-stocic-za-kafu-spolja-smeda__1353702_pe952288_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/risholmen-stocic-za-kafu-spolja-smeda__1353702_pe952288_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/risholmen-stocic-za-kafu-spolja-smeda__1353702_pe952288_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/risholmen-stocic-za-kafu-spolja-smeda__1353702_pe952288_s5.jpg?f=xxs",""
"1771951476-104","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto na rasklapanje, hrastov furnir/bela, 74/134x80 cm","Sto na rasklapanje, hrastov furnir/bela, 74/134x80 cm","Sto na rasklapanje, hrastov furnir/bela, 74/134x80 cm","24.999","Cena 24999RSD","","","","","","","","DANDERYD","DANDERYD","(134)","(134)","(134)","(134)","(134)","(134)","(134)","(134)","","","","","Sto na rasklapanje, hrastov furnir/bela, 74/134x80 cm","Sto na rasklapanje, hrastov furnir/bela, 74/134x80 cm","Sto na rasklapanje, hrastov furnir/bela, 74/134x80 cm","Sto na rasklapanje, hrastov furnir/bela, 74/134x80 cm","","","https://www.ikea.com/rs/sr/images/products/danderyd-sto-na-rasklapanje-hrastov-furnir-bela__1054451_pe847703_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/danderyd-sto-na-rasklapanje-hrastov-furnir-bela__1054451_pe847703_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/danderyd-sto-na-rasklapanje-hrastov-furnir-bela__1054451_pe847703_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/danderyd-sto-na-rasklapanje-hrastov-furnir-bela__1054451_pe847703_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/danderyd-sto-na-rasklapanje-hrastov-furnir-bela__1054451_pe847703_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/danderyd-sto-na-rasklapanje-hrastov-furnir-bela__1054451_pe847703_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/danderyd-sto-na-rasklapanje-hrastov-furnir-bela__1054451_pe847703_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/danderyd-sto-na-rasklapanje-hrastov-furnir-bela__1054451_pe847703_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/danderyd-sto-na-rasklapanje-hrastov-furnir-bela__1054451_pe847703_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/danderyd-sto-na-rasklapanje-hrastov-furnir-bela__1054451_pe847703_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/danderyd-sto-na-rasklapanje-hrastov-furnir-bela__1054451_pe847703_s5.jpg?f=xxs",""
"1771951476-105","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, prljavobela, 150x80 cm","Sto, prljavobela, 150x80 cm","Sto, prljavobela, 150x80 cm","27.999","Cena 27999RSD","","","","","","","","TONSTAD","TONSTAD","(21)","(21)","(21)","(21)","(21)","(21)","(21)","(21)","TONSTAD","Još opcijaTONSTAD","TONSTAD","Još opcijaTONSTAD","Sto, prljavobela, 150x80 cm","Sto, prljavobela, 150x80 cm","Sto, prljavobela, 150x80 cm","Sto, prljavobela, 150x80 cm","","","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-prljavobela__1393508_pe966264_s5.jpg?f=xu"
"1771951476-106","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Ploča stola, boja antracita, 70 cm","Ploča stola, boja antracita, 70 cm","Ploča stola, boja antracita, 70 cm","6.499","Cena 6499RSD","","","","","","","","STENSELE","STENSELE","(12)","(12)","(12)","(12)","(12)","(12)","(12)","(12)","","","","","Ploča stola, boja antracita, 70 cm","Ploča stola, boja antracita, 70 cm","Ploča stola, boja antracita, 70 cm","Ploča stola, boja antracita, 70 cm","","","https://www.ikea.com/rs/sr/images/products/stensele-ploca-stola-boja-antracita__0680032_pe719772_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stensele-ploca-stola-boja-antracita__0680032_pe719772_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stensele-ploca-stola-boja-antracita__0680032_pe719772_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stensele-ploca-stola-boja-antracita__0680032_pe719772_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stensele-ploca-stola-boja-antracita__0680032_pe719772_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/stensele-ploca-stola-boja-antracita__0680032_pe719772_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stensele-ploca-stola-boja-antracita__0680032_pe719772_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stensele-ploca-stola-boja-antracita__0680032_pe719772_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stensele-ploca-stola-boja-antracita__0680032_pe719772_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stensele-ploca-stola-boja-antracita__0680032_pe719772_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stensele-ploca-stola-boja-antracita__0680032_pe719772_s5.jpg?f=xxs",""
"1771951476-107","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Produživi sto, bež/smeđa, 170/220x80 cm","Produživi sto, bež/smeđa, 170/220x80 cm","Produživi sto, bež/smeđa, 170/220x80 cm","24.999","Cena 24999RSD","","","","","","","","ÅLHULT","ÅLHULT","(9)","(9)","(9)","(9)","(9)","(9)","(9)","(9)","ÅLHULT","Još opcijaÅLHULT","ÅLHULT","Još opcijaÅLHULT","Produživi sto, bež/smeđa, 170/220x80 cm","Produživi sto, bež/smeđa, 170/220x80 cm","Produživi sto, bež/smeđa, 170/220x80 cm","Produživi sto, bež/smeđa, 170/220x80 cm","","","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/alhult-produzivi-sto-bez-smeda__1403277_pe969284_s5.jpg?f=xu"
"1771951476-108","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Pomoćni stočić, borov furnir natur, 40 cm","Pomoćni stočić, borov furnir natur, 40 cm","Pomoćni stočić, borov furnir natur, 40 cm","7.999","Cena 7999RSD","","","","","","","","STOCKHOLM 2025","STOCKHOLM 2025","(12)","(12)","(12)","(12)","(12)","(12)","(12)","(12)","","","","","Pomoćni stočić, borov furnir natur, 40 cm","Pomoćni stočić, borov furnir natur, 40 cm","Pomoćni stočić, borov furnir natur, 40 cm","Pomoćni stočić, borov furnir natur, 40 cm","","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-natur__1362703_pe955301_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-natur__1362703_pe955301_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-natur__1362703_pe955301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-natur__1362703_pe955301_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-natur__1362703_pe955301_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-natur__1362703_pe955301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-natur__1362703_pe955301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-natur__1362703_pe955301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-natur__1362703_pe955301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-natur__1362703_pe955301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-natur__1362703_pe955301_s5.jpg?f=xxs",""
"1771951476-109","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, bela, 130x80 cm","Sto, bela, 130x80 cm","Sto, bela, 130x80 cm","19.999","Cena 19999RSD","","","","","","","","NÄSINGE","NÄSINGE","(18)","(18)","(18)","(18)","(18)","(18)","(18)","(18)","NÄSINGE","Još opcijaNÄSINGE","NÄSINGE","Još opcijaNÄSINGE","Sto, bela, 130x80 cm","Sto, bela, 130x80 cm","Sto, bela, 130x80 cm","Sto, bela, 130x80 cm","","","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393642_pe966305_s5.jpg?f=xu"
"1771951476-110","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, imitacija nijansiranja brezov furnir, 240x93 cm","Sto, imitacija nijansiranja brezov furnir, 240x93 cm","Sto, imitacija nijansiranja brezov furnir, 240x93 cm","34.999","Cena 34999RSD","","","","","","","","BERGSHYTTAN","BERGSHYTTAN","(10)","(10)","(10)","(10)","(10)","(10)","(10)","(10)","","","","","Sto, imitacija nijansiranja brezov furnir, 240x93 cm","Sto, imitacija nijansiranja brezov furnir, 240x93 cm","Sto, imitacija nijansiranja brezov furnir, 240x93 cm","Sto, imitacija nijansiranja brezov furnir, 240x93 cm","","","https://www.ikea.com/rs/sr/images/products/bergshyttan-sto-imitacija-nijansiranja-brezov-furnir__1411085_pe973074_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/bergshyttan-sto-imitacija-nijansiranja-brezov-furnir__1411085_pe973074_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/bergshyttan-sto-imitacija-nijansiranja-brezov-furnir__1411085_pe973074_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/bergshyttan-sto-imitacija-nijansiranja-brezov-furnir__1411085_pe973074_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/bergshyttan-sto-imitacija-nijansiranja-brezov-furnir__1411085_pe973074_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/bergshyttan-sto-imitacija-nijansiranja-brezov-furnir__1411085_pe973074_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/bergshyttan-sto-imitacija-nijansiranja-brezov-furnir__1411085_pe973074_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/bergshyttan-sto-imitacija-nijansiranja-brezov-furnir__1411085_pe973074_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/bergshyttan-sto-imitacija-nijansiranja-brezov-furnir__1411085_pe973074_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/bergshyttan-sto-imitacija-nijansiranja-brezov-furnir__1411085_pe973074_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/bergshyttan-sto-imitacija-nijansiranja-brezov-furnir__1411085_pe973074_s5.jpg?f=xxs",""
"1771951476-111","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Pomoćni stočić, crna, 95x30 cm","Pomoćni stočić, crna, 95x30 cm","Pomoćni stočić, crna, 95x30 cm","12.999","Cena 12999RSD","","","","","","","","JÄTTESTA","JÄTTESTA","(86)","(86)","(86)","(86)","(86)","(86)","(86)","(86)","JÄTTESTA","Još opcijaJÄTTESTA","JÄTTESTA","Još opcijaJÄTTESTA","Pomoćni stočić, crna, 95x30 cm","Pomoćni stočić, crna, 95x30 cm","Pomoćni stočić, crna, 95x30 cm","Pomoćni stočić, crna, 95x30 cm","","","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/jaettesta-pomocni-stocic-crna__1154351_pe886005_s5.jpg?f=xu"
