web_scraper_order,web_scraper_start_url,price,price2,price3,price4,price5,data,data2,data3,data4,data5,data6,data7,price6,price7,price8,price9,price10,price11,price12,price13,price14,price15,data8,data9,data10,data11,price16,price17,price18,price19,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16,image17,image18,image19,image20
"1771951476-36","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, jasenov furnir, 140x78 cm","Sto, jasenov furnir, 140x78 cm","Sto, jasenov furnir, 140x78 cm","16.999","Cena 16999RSD","","","","","","","","LISABO","LISABO","(954)","(954)","(954)","(954)","(954)","(954)","(954)","(954)","LISABO","Još opcijaLISABO","LISABO","Još opcijaLISABO","Sto, jasenov furnir, 140x78 cm","Sto, jasenov furnir, 140x78 cm","Sto, jasenov furnir, 140x78 cm","Sto, jasenov furnir, 140x78 cm","","","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__0737105_pe740883_s5.jpg?f=xu"
"1771951476-37","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, hrastov furnir smeđe bajcovano, 140x85 cm","Sto, hrastov furnir smeđe bajcovano, 140x85 cm","Sto, hrastov furnir smeđe bajcovano, 140x85 cm","71.999","Cena 71999RSD","","","","","","","","MÖRBYLÅNGA","MÖRBYLÅNGA","(257)","(257)","(257)","(257)","(257)","(257)","(257)","(257)","","","","","Sto, hrastov furnir smeđe bajcovano, 140x85 cm","Sto, hrastov furnir smeđe bajcovano, 140x85 cm","Sto, hrastov furnir smeđe bajcovano, 140x85 cm","Sto, hrastov furnir smeđe bajcovano, 140x85 cm","","","https://www.ikea.com/rs/sr/images/products/moerbylanga-sto-hrastov-furnir-smede-bajcovano__0737108_pe740890_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/moerbylanga-sto-hrastov-furnir-smede-bajcovano__0737108_pe740890_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/moerbylanga-sto-hrastov-furnir-smede-bajcovano__0737108_pe740890_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/moerbylanga-sto-hrastov-furnir-smede-bajcovano__0737108_pe740890_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/moerbylanga-sto-hrastov-furnir-smede-bajcovano__0737108_pe740890_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/moerbylanga-sto-hrastov-furnir-smede-bajcovano__0737108_pe740890_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/moerbylanga-sto-hrastov-furnir-smede-bajcovano__0737108_pe740890_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/moerbylanga-sto-hrastov-furnir-smede-bajcovano__0737108_pe740890_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/moerbylanga-sto-hrastov-furnir-smede-bajcovano__0737108_pe740890_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/moerbylanga-sto-hrastov-furnir-smede-bajcovano__0737108_pe740890_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/moerbylanga-sto-hrastov-furnir-smede-bajcovano__0737108_pe740890_s5.jpg?f=xxs",""
"1771951476-38","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Stočić za kafu, imitacija zlata/staklo, 88 cm","Stočić za kafu, imitacija zlata/staklo, 88 cm","Stočić za kafu, imitacija zlata/staklo, 88 cm","12.999","Cena 12999RSD","","","","","","","","TORSJÖ","TORSJÖ","(43)","(43)","(43)","(43)","(43)","(43)","(43)","(43)","","","","","Stočić za kafu, imitacija zlata/staklo, 88 cm","Stočić za kafu, imitacija zlata/staklo, 88 cm","Stočić za kafu, imitacija zlata/staklo, 88 cm","Stočić za kafu, imitacija zlata/staklo, 88 cm","","","https://www.ikea.com/rs/sr/images/products/torsjoe-stocic-za-kafu-imitacija-zlata-staklo__1362929_pe955365_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/torsjoe-stocic-za-kafu-imitacija-zlata-staklo__1362929_pe955365_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/torsjoe-stocic-za-kafu-imitacija-zlata-staklo__1362929_pe955365_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/torsjoe-stocic-za-kafu-imitacija-zlata-staklo__1362929_pe955365_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/torsjoe-stocic-za-kafu-imitacija-zlata-staklo__1362929_pe955365_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/torsjoe-stocic-za-kafu-imitacija-zlata-staklo__1362929_pe955365_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/torsjoe-stocic-za-kafu-imitacija-zlata-staklo__1362929_pe955365_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/torsjoe-stocic-za-kafu-imitacija-zlata-staklo__1362929_pe955365_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/torsjoe-stocic-za-kafu-imitacija-zlata-staklo__1362929_pe955365_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/torsjoe-stocic-za-kafu-imitacija-zlata-staklo__1362929_pe955365_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/torsjoe-stocic-za-kafu-imitacija-zlata-staklo__1362929_pe955365_s5.jpg?f=xxs",""
"1771951476-39","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Stočić za kafu, orahov furnir, 180x59 cm","Stočić za kafu, orahov furnir, 180x59 cm","Stočić za kafu, orahov furnir, 180x59 cm","37.999","Cena 37999RSD","","","","","","","","STOCKHOLM","STOCKHOLM","(341)","(341)","(341)","(341)","(341)","(341)","(341)","(341)","","","","","Stočić za kafu, orahov furnir, 180x59 cm","Stočić za kafu, orahov furnir, 180x59 cm","Stočić za kafu, orahov furnir, 180x59 cm","Stočić za kafu, orahov furnir, 180x59 cm","","","https://www.ikea.com/rs/sr/images/products/stockholm-stocic-za-kafu-orahov-furnir__0181245_pe332924_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stockholm-stocic-za-kafu-orahov-furnir__0181245_pe332924_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stockholm-stocic-za-kafu-orahov-furnir__0181245_pe332924_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-stocic-za-kafu-orahov-furnir__0181245_pe332924_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stockholm-stocic-za-kafu-orahov-furnir__0181245_pe332924_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/stockholm-stocic-za-kafu-orahov-furnir__0181245_pe332924_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-stocic-za-kafu-orahov-furnir__0181245_pe332924_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-stocic-za-kafu-orahov-furnir__0181245_pe332924_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-stocic-za-kafu-orahov-furnir__0181245_pe332924_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-stocic-za-kafu-orahov-furnir__0181245_pe332924_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-stocic-za-kafu-orahov-furnir__0181245_pe332924_s5.jpg?f=xxs",""
"1771951476-40","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Stočić za kafu, crna, 90x46 cm","Stočić za kafu, crna, 90x46 cm","Stočić za kafu, crna, 90x46 cm","8.999","Cena 8999RSD","","","","","","","","FJÄLLBO","FJÄLLBO","(459)","(459)","(459)","(459)","(459)","(459)","(459)","(459)","","","","","Stočić za kafu, crna, 90x46 cm","Stočić za kafu, crna, 90x46 cm","Stočić za kafu, crna, 90x46 cm","Stočić za kafu, crna, 90x46 cm","","","https://www.ikea.com/rs/sr/images/products/fjaellbo-stocic-za-kafu-crna__0475920_pe615876_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/fjaellbo-stocic-za-kafu-crna__0475920_pe615876_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/fjaellbo-stocic-za-kafu-crna__0475920_pe615876_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/fjaellbo-stocic-za-kafu-crna__0475920_pe615876_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/fjaellbo-stocic-za-kafu-crna__0475920_pe615876_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/fjaellbo-stocic-za-kafu-crna__0475920_pe615876_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/fjaellbo-stocic-za-kafu-crna__0475920_pe615876_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/fjaellbo-stocic-za-kafu-crna__0475920_pe615876_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/fjaellbo-stocic-za-kafu-crna__0475920_pe615876_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/fjaellbo-stocic-za-kafu-crna__0475920_pe615876_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/fjaellbo-stocic-za-kafu-crna__0475920_pe615876_s5.jpg?f=xxs",""
"1771951476-41","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, hrastov furnir/hrastov furnir, 230x90 cm","Sto, hrastov furnir/hrastov furnir, 230x90 cm","Sto, hrastov furnir/hrastov furnir, 230x90 cm","69.999","Cena 69999RSD","","","","","","","","STOCKHOLM 2025","STOCKHOLM 2025","(24)","(24)","(24)","(24)","(24)","(24)","(24)","(24)","","","","","Sto, hrastov furnir/hrastov furnir, 230x90 cm","Sto, hrastov furnir/hrastov furnir, 230x90 cm","Sto, hrastov furnir/hrastov furnir, 230x90 cm","Sto, hrastov furnir/hrastov furnir, 230x90 cm","","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-sto-hrastov-furnir-hrastov-furnir__1373060_pe959872_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-sto-hrastov-furnir-hrastov-furnir__1373060_pe959872_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-sto-hrastov-furnir-hrastov-furnir__1373060_pe959872_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-sto-hrastov-furnir-hrastov-furnir__1373060_pe959872_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-sto-hrastov-furnir-hrastov-furnir__1373060_pe959872_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-sto-hrastov-furnir-hrastov-furnir__1373060_pe959872_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-sto-hrastov-furnir-hrastov-furnir__1373060_pe959872_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-sto-hrastov-furnir-hrastov-furnir__1373060_pe959872_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-sto-hrastov-furnir-hrastov-furnir__1373060_pe959872_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-sto-hrastov-furnir-hrastov-furnir__1373060_pe959872_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-sto-hrastov-furnir-hrastov-furnir__1373060_pe959872_s5.jpg?f=xxs",""
"1771951476-42","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Produživi sto, hrastov furnir, 80/120x70 cm","Produživi sto, hrastov furnir, 80/120x70 cm","Produživi sto, hrastov furnir, 80/120x70 cm","24.999","Cena 24999RSD","","","","","","","","TONSTAD","TONSTAD","(38)","(38)","(38)","(38)","(38)","(38)","(38)","(38)","TONSTAD","Još opcijaTONSTAD","TONSTAD","Još opcijaTONSTAD","Produživi sto, hrastov furnir, 80/120x70 cm","Produživi sto, hrastov furnir, 80/120x70 cm","Produživi sto, hrastov furnir, 80/120x70 cm","Produživi sto, hrastov furnir, 80/120x70 cm","","","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-produzivi-sto-hrastov-furnir__1467535_pe995758_s5.jpg?f=xu"
"1771951476-43","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, svetla sivobež/pravo svetla sivobež, 140x80 cm","Sto, svetla sivobež/pravo svetla sivobež, 140x80 cm","Sto, svetla sivobež/pravo svetla sivobež, 140x80 cm","12.999","Cena 12999RSD","","","","","","","","SKÅLSTA","SKÅLSTA","(2)","(2)","(2)","(2)","(2)","(2)","(2)","(2)","","","","","Sto, svetla sivobež/pravo svetla sivobež, 140x80 cm","Sto, svetla sivobež/pravo svetla sivobež, 140x80 cm","Sto, svetla sivobež/pravo svetla sivobež, 140x80 cm","Sto, svetla sivobež/pravo svetla sivobež, 140x80 cm","","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-pravo-svetla-sivobez__1486611_pe1002469_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-pravo-svetla-sivobez__1486611_pe1002469_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-pravo-svetla-sivobez__1486611_pe1002469_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-pravo-svetla-sivobez__1486611_pe1002469_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-pravo-svetla-sivobez__1486611_pe1002469_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-pravo-svetla-sivobez__1486611_pe1002469_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-pravo-svetla-sivobez__1486611_pe1002469_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-pravo-svetla-sivobez__1486611_pe1002469_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-pravo-svetla-sivobez__1486611_pe1002469_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-pravo-svetla-sivobez__1486611_pe1002469_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-pravo-svetla-sivobez__1486611_pe1002469_s5.jpg?f=xxs",""
"1771951476-44","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Pomoćni stočić, bela, 46x36 cm","Pomoćni stočić, bela, 46x36 cm","Pomoćni stočić, bela, 46x36 cm","9.999","Cena 9999RSD","","","","","","","","IDANÄS","IDANÄS","(74)","(74)","(74)","(74)","(74)","(74)","(74)","(74)","IDANÄS","Još opcijaIDANÄS","IDANÄS","Još opcijaIDANÄS","Pomoćni stočić, bela, 46x36 cm","Pomoćni stočić, bela, 46x36 cm","Pomoćni stočić, bela, 46x36 cm","Pomoćni stočić, bela, 46x36 cm","","","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-pomocni-stocic-bela__1161089_pe889273_s5.jpg?f=xu"
"1771951476-45","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Stočić za kafu, tamnosmeđa bajcovano, 107x55 cm","Stočić za kafu, tamnosmeđa bajcovano, 107x55 cm","Stočić za kafu, tamnosmeđa bajcovano, 107x55 cm","29.999","Cena 29999RSD","","","","","","","","IDANÄS","IDANÄS","(131)","(131)","(131)","(131)","(131)","(131)","(131)","(131)","IDANÄS","Još opcijaIDANÄS","IDANÄS","Još opcijaIDANÄS","Stočić za kafu, tamnosmeđa bajcovano, 107x55 cm","Stočić za kafu, tamnosmeđa bajcovano, 107x55 cm","Stočić za kafu, tamnosmeđa bajcovano, 107x55 cm","Stočić za kafu, tamnosmeđa bajcovano, 107x55 cm","","","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/idanaes-stocic-za-kafu-tamnosmeda-bajcovano__1161082_pe889290_s5.jpg?f=xu"
"1771951476-46","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Ploča stola, svetla sivobež, 140x80 cm","Ploča stola, svetla sivobež, 140x80 cm","Ploča stola, svetla sivobež, 140x80 cm","6.999","Cena 6999RSD","","","","","","","","SKÅLSTA","SKÅLSTA","(25)","(25)","(25)","(25)","(25)","(25)","(25)","(25)","SKÅLSTA","Još opcijaSKÅLSTA","SKÅLSTA","Još opcijaSKÅLSTA","Ploča stola, svetla sivobež, 140x80 cm","Ploča stola, svetla sivobež, 140x80 cm","Ploča stola, svetla sivobež, 140x80 cm","Ploča stola, svetla sivobež, 140x80 cm","","","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-ploca-stola-svetla-sivobez__1411016_pe973023_s5.jpg?f=xu"
